UID,Titulo,Dueño,UID del dueño,Etapa de publicación,Público,Estado de aprobación,Origen,Tipo,Categoría,Etiqueta,url,API,Fecha de creación (UTC),Fecha de última actualización de datos (UTC),Dominio,Recurso Derivado,Vistas,Descargas,Número de Filas,Número de Columnas,Correo Electrónico de Contacto,Licencia,Atribución,Enlace de Atribución,Nombre del Recurso Publicado,UID del Recurso Publicado,UID del conjunto de datos superior,Common Core: Publisher,Información de Datos: Fecha Emisión (dd/mm/aaaa),Common Core: Contact Name,Common Core: Language,Common Core: Contact Email,Common Core: License,Common Core: Issued,Información de la Entidad: Sector,Common Core: References,Información de la Entidad: Nombre de la Entidad,Common Core: Public Access Level,Common Core: Bureau Code,Common Core: Described By,Common Core: Update Frequency,Información de Datos: URL Normativa,Información de la Entidad: Departamento,Información de la Entidad: Autor,Información de la Entidad: Orden,Common Core: Program Code,Common Core: Last Update,Common Core: Homepage,Common Core: Unique Identifier,Información de la Entidad: Área o dependecia,Información de Datos: Fecha Emisión (aaaa mm dd),Información de la Entidad: Área o dependencia,Información de la Entidad: Municipio,Common Core: Geographic Coverage,Información de Datos: Frecuencia de Actualización,Información de Datos: Idioma,Common Core: Theme,Información de Datos: Cobertura Geográfica,Información de Datos: URL Documentación
xamg-i3bz,7. Tablero de Brecha de perfilamiento - Estudio de identificación de brechas de capital humano para el sector TIC (Slide 8),lmedina,em8d-zexv,published,public,approved,official,dataset,,,https://www.datos.gov.co/d/xamg-i3bz,https://www.datos.gov.co/resource/xamg-i3bz.json,09/14/2020 05:00:06 PM,09/17/2020 01:18:09 AM,www.datos.gov.co,false,111,18,8981,9,sebastian.pantoja@ipsos.com,,,https://www.datos.gov.co/d/xamg-i3bz,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2019-12-27,Contratista: Unión Temporal Ipsos - Ítaca,Bogotá D.C.,,Trienio,Español,,Nacional,
t5r2-bafq,Zonas Wi-Fi del Departamento del Valle del Cauca,Gobernación del Valle del Cauca,upnp-kj8b,published,public,approved,official,filter,"Ciencia, Tecnología e Innovación","conexión.,zona,wifi,internet,inalámbrica,dispositivo",https://www.datos.gov.co/d/t5r2-bafq,https://www.datos.gov.co/resource/t5r2-bafq.json,06/16/2021 05:16:03 PM,04/13/2021 09:38:33 PM,www.datos.gov.co,true,225,19,62,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,https://www.datos.gov.co/d/gwei-eiiw,,,gwei-eiiw,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2018-04-30,Dirección de Promoción de TIC,Bogotá D.C.,,No aplica,Español,,Nacional,
5vyr-jnje,Índice de Gobierno Digital 2018 entidades orden nacional,GobiernoDigital,r9fx-984f,published,public,approved,official,dataset,"Ciencia, Tecnología e Innovación",gobierno digital,https://www.datos.gov.co/d/5vyr-jnje,https://www.datos.gov.co/resource/5vyr-jnje.json,02/22/2020 02:00:44 PM,02/22/2020 02:52:58 PM,www.datos.gov.co,false,257,47,143,9,,,,https://www.datos.gov.co/d/5vyr-jnje,,,,,,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,https://estrategia.gobiernoenlinea.gov.co/623/w3-propertyvalue-7650.html,Bogotá D.C.,,Nacional,,,,,,2020-02-24,Dirección de Gobierno Digital,Bogotá D.C.,,Anual,Español,,Nacional,https://estrategia.gobiernoenlinea.gov.co/623/w3-propertyvalue-14713.html
sch8-7zif,Gráfica de casos de uso por departamento,Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,published,public,approved,official,chart,"Ciencia, Tecnología e Innovación",,https://www.datos.gov.co/d/sch8-7zif,https://www.datos.gov.co/resource/sch8-7zif.json,10/19/2021 11:42:57 PM,11/30/2022 06:37:40 PM,www.datos.gov.co,true,235,1,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,https://www.datos.gov.co/d/4t9r-7v7i,,,4t9r-7v7i,,,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2017-06-12,Dirección de Gobierno Digital,Bogotá D.C.,,Trimestral,Español,,Nacional,
c4sj-adby,Vista Base de datos de Entidades Nacionales Pendientes de uso de software libre- Meta ASPA,Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,published,public,approved,official,filter,"Ciencia, Tecnología e Innovación",aspa; metas; datos abiertos,https://www.datos.gov.co/d/c4sj-adby,https://www.datos.gov.co/resource/c4sj-adby.json,02/10/2021 05:02:48 PM,11/30/2022 03:48:34 PM,www.datos.gov.co,true,202,18,64,,datosabiertos@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,Gobierno Digital,,,,huc3-sbgp,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2021-02-10,Gobierno Digital - Datos Abiertos,Bogotá D.C.,,Trimestral,Español,,Nacional,
xm7a-7paj,Eventos  Nacionales e Internacionales de la iniciativa Datos Abiertos Colombia,Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,published,public,approved,official,dataset,"Ciencia, Tecnología e Innovación","eventos,datos abiertos,posicionamiento",https://www.datos.gov.co/d/xm7a-7paj,https://www.datos.gov.co/resource/xm7a-7paj.json,12/26/2016 08:58:21 PM,06/16/2021 05:17:05 PM,www.datos.gov.co,false,2197,195,88,13,aescobar@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,https://www.datos.gov.co/d/xm7a-7paj,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-12-26,Gobierno en línea,Bogotá D.C.,,Anual,Español,,Nacional,
dtpu-njzc,Vista Datos abiertos nuevos creados por año Portal Nacional de Datos datos.gov.co,Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,published,public,approved,official,filter,"Ciencia, Tecnología e Innovación",,https://www.datos.gov.co/d/dtpu-njzc,https://www.datos.gov.co/resource/dtpu-njzc.json,07/30/2020 05:48:50 PM,03/01/2023 12:15:47 AM,www.datos.gov.co,true,634,55,6,,,,,,,,eqka-zuvh,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2020-07-30,Gobierno Digital,Bogotá D.C.,,Diaria,Español,,Nacional,
m5pi-7cau,Telefonía Móvil ingresos mensaje de texto,Ministerio TIC Oficina TI Gestión de Informacion,cw5t-ib5h,published,public,approved,official,dataset,"Ciencia, Tecnología e Innovación","mensajes sms - mms,texto",https://www.datos.gov.co/d/m5pi-7cau,https://www.datos.gov.co/resource/m5pi-7cau.json,05/31/2018 08:27:28 PM,02/27/2023 03:14:10 PM,www.datos.gov.co,false,1172,169,89,5,jrodriguez@mintic.gov.co,Creative Commons 1.0 Universal (Public Domain Dedication),Ministerio de Tecnologías de la Información y las Comunicaciones,http://colombiatic.mintic.gov.co/,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,http://colombiatic.mintic.gov.co/679/w3-multipropertyvalues-36345-36377.html,Bogotá D.C.,,Nacional,,,,,, 2018-04-04,Oficina Asesora de Planeación y Estudios Sectoriales,Bogotá D.C.,,Trimestral,Español,,Nacional,http://colombiatic.mintic.gov.co/679/w3-propertyvalue-36343.html
r49x-ajv7,Estadisticas portal Anterior,MinTIC,35sh-x879,published,public,approved,official,dataset,"Ciencia, Tecnología e Innovación","portal,anterior",https://www.datos.gov.co/d/r49x-ajv7,https://www.datos.gov.co/resource/r49x-ajv7.json,07/31/2016 09:45:51 PM,05/03/2017 04:20:13 PM,www.datos.gov.co,false,496,192,2295,9,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,https://www.datos.gov.co/d/r49x-ajv7,,,,,,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-07-31,Gobierno Digital,Bogotá D.C.,,Trienio,Español,,Nacional,
3grk-w373,Internet Móvil suscriptores por proveedor,Ministerio TIC Oficina TI Gestión de Informacion,cw5t-ib5h,published,public,approved,official,dataset,"Ciencia, Tecnología e Innovación","internet con acceso móvil,suscriptores",https://www.datos.gov.co/d/3grk-w373,https://www.datos.gov.co/resource/3grk-w373.json,05/31/2018 08:13:50 PM,02/27/2023 03:40:39 PM,www.datos.gov.co,false,2099,437,86,6,jrodriguez@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,http://colombiatic.mintic.gov.co/,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,http://colombiatic.mintic.gov.co/679/w3-multipropertyvalues-36345-36377.html,Bogotá D.C.,,Nacional,,,,,, 2018-04-04,Oficina Asesora de Planeación y Estudios Sectoriales,Bogotá D.C.,,Trimestral,Español,,Nacional,http://colombiatic.mintic.gov.co/679/w3-propertyvalue-36343.html
hdqy-m9x2,"Solicitudes Contestadas por Entidad, Sección Participa",Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,published,public,approved,official,chart,Participación ciudadana,,https://www.datos.gov.co/d/hdqy-m9x2,https://www.datos.gov.co/resource/hdqy-m9x2.json,05/10/2018 04:16:59 PM,03/01/2023 05:15:42 PM,www.datos.gov.co,true,392,2,,,,Creative Commons Attribution 4.0 International,MInisterio de Tecnologías de la Información y las Comunicaciones,https://www.datos.gov.co/nominate,,,9it7-3gvu,,,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-08-04,Iniciativa de Datos Abiertos,Bogotá D.C.,,Mensual,Español,,Nacional,
erfn-25ii,Gráfico Crecimiento de Apertura de Datos por Año,Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,published,public,approved,official,chart,,,https://www.datos.gov.co/d/erfn-25ii,https://www.datos.gov.co/resource/erfn-25ii.json,07/30/2020 05:58:21 PM,03/01/2023 12:15:47 AM,www.datos.gov.co,true,572,1,,,,,,,,,dtpu-njzc,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2020-07-30,Gobierno Digital,Bogotá D.C.,,Diaria,Español,,Nacional,
6ygc-6xke,Suscriptores y asociados de televisión cerrada (histórico),Ministerio TIC Oficina TI Gestión de Informacion,cw5t-ib5h,published,public,approved,official,dataset,"Ciencia, Tecnología e Innovación",,https://www.datos.gov.co/d/6ygc-6xke,https://www.datos.gov.co/resource/6ygc-6xke.json,08/24/2021 11:46:57 PM,08/24/2021 11:52:13 PM,www.datos.gov.co,false,654,279,1962,12,ymontilla@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,https://www.datos.gov.co/d/6ygc-6xke,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,31-03-2021,Dirección de Comunicaciones,Bogotá D.C.,,No aplica,Español,,Nacional,
cgi5-s3w3,Puntos Vive Digital Fusagasugá,oeduarte,gmwx-5xcj,published,public,approved,official,chart,"Ciencia, Tecnología e Innovación",,https://www.datos.gov.co/d/cgi5-s3w3,https://www.datos.gov.co/resource/cgi5-s3w3.json,10/07/2021 02:48:51 PM,09/03/2021 04:28:43 PM,www.datos.gov.co,true,59,1,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,https://www.datos.gov.co/d/etr2-mkeu,,,6uax-4cqa,,,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2017-07-31,Dirección de Infraestructura ,Bogotá D.C.,,No aplica,Español,,Nacional,
qst8-fy34,Avance en la apertura de datos de hoja de ruta 2021 - 2022,Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,unpublished,private,not_ready,official,chart,"Ciencia, Tecnología e Innovación",,https://www.datos.gov.co/d/qst8-fy34,https://www.datos.gov.co/resource/qst8-fy34.json,07/09/2021 04:35:30 PM,01/06/2023 10:37:57 PM,www.datos.gov.co,true,0,0,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,https://www.datos.gov.co/d/v8aw-jabd,Avance en la apertura de datos de hoja de ruta 2021 - 2022,ammw-dm3a,v8aw-jabd,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2021-07-02,Dirección de Gobierno en línea ,Bogotá D.C.,,Mensual,Español,,Nacional,
hspj-cxn4,PIDA - Entidades Vinculadas en la Hoja de Ruta,Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,unpublished,private,not_ready,official,chart,"Ciencia, Tecnología e Innovación",,https://www.datos.gov.co/d/hspj-cxn4,https://www.datos.gov.co/resource/hspj-cxn4.json,08/06/2021 08:40:10 PM,01/06/2023 10:37:57 PM,www.datos.gov.co,true,0,0,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,https://www.datos.gov.co/d/v8aw-jabd,,,m242-xfrg,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,https://bit.ly/DocHojaRuta,Bogotá D.C.,,Nacional,,,,,,2021-07-02,Dirección de Gobierno en línea ,Bogotá D.C.,,Mensual,Español,,Nacional,https://bit.ly/DocHojaRuta
pfr5-ptdi,Publicaciones_E_Interacciones_Campaña_#Mapéate,urnadecristal,e6y4-a8hd,published,private,not_ready,official,dataset,Participación ciudadana,,https://www.datos.gov.co/d/pfr5-ptdi,https://www.datos.gov.co/resource/pfr5-ptdi.json,11/26/2019 01:31:11 AM,11/26/2019 01:36:18 AM,www.datos.gov.co,false,32,7,60,7,,Open Data Commons Public Domain Dedication and License,Urna de Cristal,,,,,,,,,,,,Planeación,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2019-11-25,Urna de Cristal,Bogotá D.C.,,No aplica,Español,,Nacional,
i74m-59vw,Publicaciones e interacciones - Campaña #EmpresasMásHumanas,urnadecristal,e6y4-a8hd,published,private,not_ready,official,dataset,Participación ciudadana,,https://www.datos.gov.co/d/i74m-59vw,https://www.datos.gov.co/resource/i74m-59vw.json,06/28/2019 07:35:08 PM,06/28/2019 07:40:21 PM,www.datos.gov.co,false,42,11,63,15,,Open Data Commons Public Domain Dedication and License,,,,,,,,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2019-06-28,Urna de Cristal,Bogotá D.C.,,No aplica,Español,,Nacional,
p97e-6qgz,Consulta ciudadana - Construcción IV Plan de Acción Nacional de Estado Abierto,Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,published,private,not_ready,official,dataset,Participación ciudadana,"estado abierto,consulta ciudadana",https://www.datos.gov.co/d/p97e-6qgz,https://www.datos.gov.co/resource/p97e-6qgz.json,03/06/2020 09:16:02 PM,03/06/2020 09:28:38 PM,www.datos.gov.co,false,62,11,806,27,aecobar@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,Secretaría de Transparencia,,,,,,,,,,,,No Aplica,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2020-03-06,Dirección de Gobierno Digital ,Bogotá D.C.,,No aplica,Español,,Nacional,
5khw-339g,Actividades del Plan de Desarrollo con enfoque de Estado Abierto,Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,published,private,not_ready,official,dataset,Participación ciudadana,,https://www.datos.gov.co/d/5khw-339g,https://www.datos.gov.co/resource/5khw-339g.json,03/06/2020 10:19:45 PM,03/06/2020 10:29:46 PM,www.datos.gov.co,false,105,14,136,9,aecobar@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de las Tencologías de la Información y las Comunicaciones,,,,,,,,,,,,No Aplica,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2020-03-06,Dirección de Gobierno Digital ,Bogotá D.C.,,No aplica,Español,,Nacional,
yuhr-77fi,Publicaciones e interacciones - Campaña #ColombiaCreceFeliz,urnadecristal,e6y4-a8hd,published,private,not_ready,official,dataset,Participación ciudadana,,https://www.datos.gov.co/d/yuhr-77fi,https://www.datos.gov.co/resource/yuhr-77fi.json,06/19/2019 06:07:49 PM,06/19/2019 06:29:22 PM,www.datos.gov.co,false,39,23,32,10,,,Urna de Cristal,,,,,,,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2019-06-19,Urna de Cristal,Bogotá D.C.,,No aplica,Español,,Nacional,
shay-mhbd:14,Plan de Integracion Seguimiento - DEV,subdireccion.desarrollo,6u7b-d5es,unpublished,private,not_ready,official,dataset,"Ciencia, Tecnología e Innovación",,https://www.datos.gov.co/d/shay-mhbd/revisions/14,,03/01/2021 05:23:43 PM,10/20/2020 04:55:54 PM,www.datos.gov.co,false,,,3426,34,,,,,Plan de Integracion Seguimiento - DEV,shay-mhbd,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2020-03-18,Gobierno Digital,Bogotá D.C.,,Diaria,Español,,Nacional,
84jh-366z,"Programas técnicos TIC, registro de alta calidad",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",programas formación técnica profesional tic,https://www.datos.gov.co/d/84jh-366z,,07/14/2016 10:45:44 PM,07/14/2016 10:45:44 PM,www.datos.gov.co,false,14,1,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-03-31 14:09:36.887,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-03-31,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Anual,Español,,Nacional,
q2st-s4cq,Resultados Ejercicios de Participación 2017,Ministerio de Tecnologías de la Información y las Comunicaciones,m8y6-2tp3,published,private,not_ready,official,dataset,Participación ciudadana,"campañas de participación ciudadana,urna de cristal",https://www.datos.gov.co/d/q2st-s4cq,https://www.datos.gov.co/resource/q2st-s4cq.json,02/02/2018 07:33:46 PM,02/02/2018 07:33:54 PM,www.datos.gov.co,false,2,0,19,38,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de las Tecnologías de la Información y las Comunicaciones,,,,,,,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2017 12 29,Urna de Cristal ,Bogotá D.C.,,No aplica,Español,,Nacional,
dg74-e338,"Programas especialización TIC, proporción",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",programas especialización tic,https://www.datos.gov.co/d/dg74-e338,,07/14/2016 10:44:51 PM,07/14/2016 10:44:51 PM,www.datos.gov.co,false,16,1,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-03-31 09:49:16.91,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-03-31,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Anual,Español,,Nacional,
2kh6-mrng,"Matriculados maestría TIC, OCDE y sexo",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",matriculados maestría tic,https://www.datos.gov.co/d/2kh6-mrng,,07/14/2016 10:38:09 PM,07/14/2016 10:38:09 PM,www.datos.gov.co,false,14,1,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-03-28 16:17:34.1,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-03-28,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Anual,Español,,Nacional,
gy35-4qsq,"Impacto innovación, empresas manufactura TIC",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",fuentes de información biblliográfica,https://www.datos.gov.co/d/gy35-4qsq,,07/14/2016 10:52:41 PM,07/14/2016 10:52:41 PM,www.datos.gov.co,false,17,0,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-04-07 12:10:15.993,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-04-07,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Anual,Español,,Nacional,
